,Brand,Headline,Review,Grade
1532,Factor_,Bests figuring out what to eat.,The food is good. Great cooking aroma. Nice color. The packaging can be difficult. Especially when I remove any sauces before cooking.,4
1533,Factor_,Never received full or complete orders,Never received full or complete orders. Then would only show $5 credit on a $12 meal.,3
1534,Factor_,Great meals!,"The meals are always delicious, and they come well insulated and cold.",5
1535,Factor_,Missing meals,"I have received four boxes and there has been something wrong with each one. The first box, one of the meals was incorrect. Second and third box only had six meals when I ordered eight. And the fourth box was missing a meal as well. Super irritated that I have to call and get my money back each week.***edit- someone from factor reached out after I posted the original one star rating and credited me an entire 8 meal box, which was very generous and helpful. Revising my rating to four stars.",4
1536,Factor_,Time and money,"Factor in not only delicious but it saves me time( I don’t like going to the grocery store) it saves me money! I’m an impulsive buyer, I spend more on things I see than on my list!!! I’m also aging and I am easily distracted which leads to waste when you overcook meals! It’s all a win for me!!!",5
1537,Factor_,I called to cancel an order because financially I could not support this weekly cost.,"I called to cancel an order because my family and I decided that where we are financially we could not afford Factor anymore. I was asked if I couldn't afford it because I was jobless. That is a personal question and should never be asked. If someone says that their financial budget is no longer able to support something, the details don't matter on your end. All that you need to know is that budgetarily it can't be supported. I will be writing a letter to you CHRO and making sure it is well known that these kinds of questions are being asked to your customers.",1
1538,Factor_,I liked the meals a lot and would…,"I liked the meals a lot and would happily keep paying the price at $75 for 6 meals but after 5 boxes, the price changed to $93ish and that’s not what I’m willing to pay. Let me know if I can continue my old prices and I will subscribe indefinitely. I want to have this meal as a convenience and not worry about it but not if the price is jumping around and rising.",3
1539,Factor_,I have thoroughly enjoyed every meal,"I have thoroughly enjoyed every meal, even the veggies!  Great flavorings, hearty portions.  Keep it up!",5
1540,Factor_,Not as great as they claim.,"One delivery was incorrect. I also, felt the food to start to be mundane or the same. There was more than one dish I just couldn't eat again.  The sauces and gravy were difficult for my stomach.",2
1541,Factor_,The food is great but...,"I originally joined because my coworker, a traveling manager, also uses this service. I looked into it and thought that would be perfect for my situation. I work the front desk and don't have time to pack my meals for work or even eat dinner most nights. The meals are amazing, I'm a picky eater trying to break out of that habit. Getting the meals has been the issue though. Some come a day later, which is okay, but in every box, I've had at least one package busted open. For my most recent box, it's two days after my selected delivery date and it's not here. I understand packages arrive late, it's just concerning because my coworker has the same issue. She told me Factor is a reliable and healthy option for meals, but so far only half of that statement is true. Another concerning bit is another coworker of mine signed up as well, but they got double charged randomly, and their boxes were late as well.",3
1542,Factor_,I've given Factor a 2nd chance after…,"I've given Factor a 2nd chance after this oast summer, 10 meals were delivered 2 days late and sat on my front porch while I was on vacation. They refused any compensation.I gave it another shot. Got my 6 meals yesterday. Ate the chicken, sweet potato grits & beans. It was good! I sat down this morning to pick my meals for next week, they have already been pre-picked and charged to my checking account!! Not close to what I would order. 😔Chili with Beans, Pork, Shredded Something....I WILL NOT eat these meals. I called and once again ZERO help. There is only an option to unsubscribe with their ""customer service"" I've lost so much money. I'm done with Factor.",2
1543,Factor_,The food is tasty,"The food is tasty , however they are not accommodating. To order a box the website unwittingly forces you to purchase reoccurring boxes just to try one . I canceled as soon as I realized. They charged my account around 2am and called them at 6am same day but to no avail. Running a good service should involve displaying rules clearly and timelines of payment schedule should be more front facing to the customer. I definitely will continue to write reviews. Almost 200 dollars is a lot of money for customer service to be like you snooze you lose .",2
1544,Factor_,The food itself was good,"The food itself was good, but there were too many problems with the weekly orders- incomplete, recall of product, and incorrect/ inadequate credit for product not received",3
1545,Factor_,I only received 9 out of 14 meals.,,3
1546,Factor_,food is ok,food is ok. We did like the vegetarian options.,3
1547,Factor_,Easy to order,"Easy to order, different types of meals to fit different diets, very tasty meals",5
1548,Factor_,Delicious food and it is easy to skip a…,Delicious food and it is easy to skip a week.,5
1549,Factor_,Orders are delivered on time,"Orders are delivered on time. I have only been with the program for several weeks so it's too soon to comment on individual meals, but so far the quality has been good.",3
1550,Factor_,Great meals,"Great meals, great selection, everything is fresh, easy to manage diet.",5
1551,Factor_,Offering a plan that accommodates my…,Offering a plan that accommodates my need. A little pushy when I ask to cancel however that opened the door to getting an affordable plan.,4
1552,Factor_,The food is excellent but your site has…,"The food is excellent but your site has to much going on. It is confusing at first when you deliver. I originally started this thinking you order what you want , didn’t watch the emails then I got what I ordered again in a week. I thought I ordered originally for the month. Had know idea that same amount came on a weekly basis. I think you should have the clear ability to order by the month with out confusion. And further I think you will scare people off by this being as confusing as it is. It should be in bold letters right at the beginning this is a weekly order.",4
1553,Factor_,We love Factor!,"We love Factor!! Not only are they incredibly delicious meals, but they are so quick and healthy too!",5
1554,Factor_,We have had I believe 4 boxes of food…,We have had I believe 4 boxes of food and we only got 2 meals that were very dry. All the others were great.,5
1555,Factor_,Haven't tried as many as I'd like to....,"I wish the delivery date was on Monday so I could start my week with the meals. I have been unusually busy this week and haven't been home to eat my meals except for one night and it was a ground beef taco bowl. It wasn't my favorite so far, but it was okay. I'm hoping to try some of the others this week before they expire.",4
1556,Factor_,Hoping I don't have to cancel,Second time I have had to contact customer service since I  began subscription several weeks ago. Customer service support is phenomenal. Two boxes so far have missed 2 meals each.When I  signed up I  chose Tuesday's as my delivery day and I  haven't received a delivery on Tuesday's yet. The delivery always gets pushed to Wednesday's. I chose Tuesday's for my convenience and schedule.The food has been good and I like the variety but if I have any more issues with delivery or missing meals I will be canceling and moving onto another meal delivery service.,3
1557,Factor_,Great food at a reasonable price and…,"Great food at a reasonable price and the flexibility to skip weeks if needed. Again, the food is incredible and give Factor 5 stars!",5
1558,Factor_,Need recycle program for your shipping products,You need a recycle program for your shipping products. Receiving weekly products leaves a lot of product. A pickup program would be greatly appreciated.,4
1559,Factor_,Meals were great!! Good portion size.,"Meals were great!!! The only bad thing was the ice pack melted inside on some of the boxes but that wasn't the shipper's fault, it was our apartment complex not giving me the locker combo for delivery. Food was well portioned and nutritious. I would highly recommend the Smoky Gouda Chicken and Grilled Steakhouse Filet Mignon.",5
1560,Factor_,"Improper billing, incomplete meals","They charged me *again* for meals I didn’t get because they didn’t have the ingredients (after telling me they discounted it, which they did not).",1
1561,Factor_,Delicious meals,Delicious meals! I look forward to dinner every night with Factor 75.,5
1562,Factor_,The meals were not that good and over…,The meals were not that good and over priced.,1
1563,Factor_,I am very upset with all of my orders…,"I am very upset with all of my orders from factor. The meals have been delicious to eat, but the service is terrible. All 4 boxes I have received I have been short meals. This last one I was short 5. That’s half of my meals! I have a specific budget I have has to stick with and this has put me in overdraft with my bank account twice now. The credit isn’t allowed to be applied until after my promotion is over. I would gladly end the promotion just to get to use my budgeted money, but that is not offered. I have not been offered any solution other than the missing meals being reported. I will not be recommending factor to anyone after all this trouble.",1
1564,Factor_,The meals are so delicious.,,5
1565,Factor_,factor has made a positive difference in my life.,"For me factor has made a positive difference by making quality real food easily accessable in a convenient way. Eating better, regulating portion sizes, ability to maintain a regular eating habit and variety of meals is why I continue to use factor in my day to day life. Thank you factor.",5
1566,Factor_,I really like the food and ease of…,I really like the food and ease of preparation. My only criticism is the packaging.  But I realize they have to stay cold.  The packaging not being recycable is a bummer.,5
1567,Factor_,Meals were very good,Meals were very good. I ordered 5 deliveries. I was shorted 1 meal on 4 deliveries. I was credited on the shortages. Just disappointed on commitment! Meals are also is a bit pricey!,3
1568,Factor_,Every meal has been delicious,"Every meal has been delicious, delivered promptly!",5
1569,Factor_,Cost of food not affordable,How much it costs for how much food you get.,3
1570,Factor_,My picky Mom likes it!,"Her name is not Mikey, but my Mom, who has a very simple palate has liked the several chicken meals I have served her.I've enjoyed all of the meals I have eaten and I am looking forward to eating more.High quality ingredients that survive the microwave.",4
1571,Factor_,I recieved wrong meal and missing meals,,1
1572,Factor_,Still waiting for the box today,,3
1573,Factor_,The meals are delicious,"The meals are delicious, but way to much sodium and cholesterol!!",3
1574,Factor_,"Food is great, if you receive it","Breaking it downThe food: 5 starsCustomer service: 4 starsBut the only thing that makes it a 2 star review is the fact that if they over/undercook an item, there’s no replacement. You don’t get that food or anything else. I love Factor for what they are but I do feel there should be replacement meals. I have received 7 of my 14 meals this week and am truly upset by it. This isn’t the first time of it happening and I’m sure won’t be the last.",2
1575,Factor_,Would like to know source of food…,Would like to know source of food items.Have organic choices…..No GMO’s,3
1576,Factor_,Great,"Really enjoyed the protein plus meals, thank you",5
1577,Factor_,Love the food and the sauces,,5
1578,Factor_,It's real and good food,"It's real and good food, The company does a good job in getting the orders out in a timely manner, I wish they had more variety on their economical side The pre-selected chefs choice meals are predominantly Chicken or vegan that seems like Then when you try to swap them out for fish or pork even beef this seems like the price goes way up really fast I'm owed a credit that never seems to get credited into any order And their ""free boxes"" are not free ever and discounts only work on specific meals....... Overall, it's expensive but a really well thought out and delivered program Even with the inflation that Biden has created it is still more expensive than the grocery store we're very happy with the ease in which you can change add to and take away from your orders or skip them all together on a temporary basis but the food is great really we're happy so far and do however wish that the discounts would be more frequent and more across the board in lieu of just on select meals",4
1579,Factor_,"Worst customer service, worst food delivery service, buyer  beware !","I would give zero stars if they allowed. I used the chat feature to let Factor know I was receiving meals I did not order. The chat rep told me it was my fault because I created two accounts. But wait - he says I created it using the same email address. He told me I was lucky he found the second account I created. That’s all BS and I know their application should not allow a user to create two accounts with the same email. It should notify the user that an email address already exists.  A week ago they told me that they canceled this mysterious second account and I skipped all of my meals until we could get a resolution because they charge me $550 and I only ordered two boxes. They’re only offering a $100 credit, I’m still waiting on corporate to contact me. By the way I skipped this week again. I got 8 boxes yesterday. The shredded chicken has bones in it btw.",1
1580,Factor_,"awesome food, fresh","good fresh food, fast good delevery",5
1581,Factor_,"If you only want Euro-centric flavors, this is for you","I have been disappointed in both the flavor and the variety of foods. If you are into Euro-centric flavors this is food for you, but for anyone looking for something more interesting or different, look elsewhere. Lots of pastas, 70% of dishes are chicken with a white sauce or no sauce at all, and most of the bean dishes are Mexican inspired. Very little rice, Indian or Asian flavors, nothing with S.American or African ingredients or flavors, and the same 3 vegetables over and over (green beans, broccoli, cauliflower). After 2-3 weeks it gets boring and impossible to enjoy.",3
1582,Factor_,An Issue Each Week So Far!,"I purchased 5 weeks of meals (6 meals/week) for my elderly parents. The first week my dad followed the instructions to cook it for 2 minutes and then an additional 30 seconds until it reached the correct internal temperature. Instead of 2 minutes, he cooked it for a total of 5 minutes to reach that temperature. Of course, it was overcooked.The 2nd week we received a notice that some of the chicken meals may be contaminated and had to be thrown out. We received money back but that does not help my parents.The 3rd week we received an email stating the package had been damaged during delivery, so they are not going to receive any meals this week. Again, we got a refund but that does not help my parents.Needless to say, I fully expect a problem for the 4th and 5th week, but maybe things will change. The meals that they have received and were safe to eat have been okay. Otherwise, I would be giving this service one star. Some of these problems (contamination and delivery damage) have been caused by 3rd parties, but maybe they need to choose their business partners more carefully. An occasional problem is understandable but not to this extent. I will not be continuing after the 5 weeks I purchased.",2
1583,Factor_,"the food is good,however dont care for…","the food is good,however dont care for the breakfast sausage.too tough and like chewing rubber.",5
1584,Factor_,Terrible customer service,"The food is good, but customer service is the cause for me to never use factor again. I was supposed to receive a 20.95 refund for RECALLED food. Factor customer service said it was sent from their end and if I haven’t received it I need to call my bank. 2 weeks after factor sent the refund I still haven’t seen anything so I call Wells Fargo and they said that there is no refund processing or processed from factor. I called factor back to let them know this and if I can’t get my money back I would like to cancel. The lady put me on hold for TEN minutes then the line disconnected. So I called back and asked someone to cancel my account because of everything that’s happened. Good customer service would at least offer me a 20$ credit to use on a future box, but the best the lady could offer me was to pause my account for 3 months. Really? Was she even listening to the situation that happened and thought critically about how to solve this? No, it was like speaking to a robot… Unfortunately because of the recalled food issue and not being reimbursed for that, plus being hung up on by customer service, I will never use factor or recommend it to any of my friends.",1
1585,Factor_,The food is amazing,"The food is amazing, the flavors, the quality of the ingredients. My sons are loving it they just come home heat it up and eat, no waiting for mom to cook. Awesome!!",5
1586,Factor_,Excellent Food Quality,The quality of the meals is excellent. They don't taste like microwaved meals at all.,5
1587,Factor_,Food is delicious but price paid …,Food is delicious but price paid seems to be mainly geared towards chicken. Box sent is really big and had at least 1 tray come broken.,4
1588,Factor_,We have had a great experience!,We have had a great experience with Factor meals.  Lots of meals to choose from & no issues with quality in delivery or when eating!  Simple to heat & high quality!,5
1589,Factor_,Great food good value,,5
1590,Factor_,Great restaurant quality food.,,5
1591,Factor_,Broken boxes,,2
1592,Factor_,One of my dinners had a big hole in the…,One of my dinners had a big hole in the container.,4
1593,Factor_,Most of the meals are very good.,Most of the meals are very good.  Problem:  the other day I called about a concern and was hung up on 2times.  The third time I got a person that helped me.  Problem:  I now have 9 meals and since I received a box early I am going to be in a financial difficulty.  I have cancelled the next box and may cancel the program.  Thanks for listening.,4
1594,Factor_,Paid for four boxes,"Paid for four boxes, received one. Although I love the meals, the delivery is certainly questionable.",1
1595,Factor_,Great quality,The meals have all been really good. We just had one issue with an order missing meals.  I wish we would have been notified right away that it was an ingredient shortage instead of having to call.  Customer service was great and refunded us the money.  Overall we have been very happy with the quality of food and the delivery (packaging and drivers).,4
1596,Factor_,I was sent a bunch of weird dinners and…,I was sent a bunch of weird dinners and lunches that I would never eat like pork as I’m Jewish and when I called customer service they told me I missed cut off for ordering so they send random junk rather than basing my order of my previous order history… epic FAIL,1
1597,Factor_,Not happy; cancelled prior to end of discounts.,Delivery is sloppy (far from door) and box is very heavy; limited meal choices with predominantly chicken menu and all steak dishes require a fee equal to the regular meal cost and the steaks are well-done/overcooked.  Broccoli and green beans are the prevalent vegetable.  Overall much too expensive for what you get.,3
1598,Factor_,food is mostly consistently good albeit…,food is mostly consistently good albeit very small portions. One chicken meal in particular was like eating rubber. I'd continue with Factor if their prices were a little lower..once you add in the shipping without any discounts it's expensive per meal.,3
1599,Factor_,This box was the second in the last two…,"This box was the second in the last two weeks that said it was delivered, but was not. When I contacted customer support I was told it wasn’t delivered, because it was damaged by the courier. It would be nice if the app would automatically say that instead of saying it was delivered. It would also be nice if factor could figure out how to keep this from happening.",1
1600,Factor_,Food is average at best,Food is average at best. Veggie chopped very small or under cooked.,3
1601,Factor_,FAIL-- 2 out of 8 items delivered with no notice,"By and large tasty food, BUT customer service is in the toilet and they are failing to deliver orders.  Last week they were a day late AND this week 2 our of 8 items arrived. After 3 attempts calling customer service and a total of nearly an hour on hold i was first told "" your order shows not delivered be patient.""  THEN when i got another agent was told "" oh yes we ran out of food that's all you get this week.""  NO advance notice.  and a compensation offer of $18.  Ha.",2
1602,Factor_,The meals are tasty,"The meals are tasty, and the selection of breakfast items is improving. Packaging works very well and shipments arrive on time.However, I've had repeated issues with missing or expired add-on juice shots and smoothies.",3
1603,Factor_,Delivery is unreliable,"The meals are good and filling.  I have lost some weight using this meal service.  I’m only giving them 3 stars because delivery is unreliable.  I have come to expect at least one missing meal per delivery.  Most recently, half of the meals were missing for the week.  Such an inconvenience which throws off meal planning for the week.01/17/2024 update - Delivery continues to remain a problem and seems to be escalating. Half of the meals, the breakfasts, and an add-on were missing from this week’s delivery.   The company reached out to me after my initial post and issued an additional refund.  While money is always appreciated, it compounded concerns that I already had with a lack of transparency in the company’s billing, refund, and credit practices.  The company does not routinely issue receipts or invoices.  After an order is placed, it is very difficult to track the value of meals ordered and refunds and credits can seem arbitrary for missing items.  It is very difficult to verify whether the company has actually issued a credit or a refund for the money paid for missing items.Downgrading my rating due to these issues.",2
1604,Factor_,Meals are expensive,Meals are expensive. Most have very high sodium content but food does taste great,3
1605,Factor_,4 out of 5 boxes have had issues,"4 out of 5 boxes have had issues. Broken seals, missing meals, recalled meals, out of stock meals. The food is really good, but I do wish there was better consistency in their service. Giving credits for these errors is a nice gesture but not when you aren’t allowed to use them on anything but a full priced box. For the cost, the service could be a lot better",3
1606,Factor_,Everything comes packaged safely and…,Everything comes packaged safely and cold. Ready to eat!,5
1607,Factor_,The website kept messing up and the…,The website kept messing up and the customer service kept blaming me.,1
1608,Factor_,more beef and pork…,Please include more beef and pork tenderloin meals!,4
1609,Factor_,The chat bot supposedly transferred me…,"The chat bot supposedly transferred me to a live agent but whoever I chatted with after being transferred clearly was not reading my messages before replying, or they were canned replies that didn’t pertain to my situation, as the transcript will show",1
1610,Factor_,The foods good and always arrives cold,The foods good and always arrives still cold which is surprising ans the whole process is nicely automated. The only two complaints I would have is that I wish I could permanently set it to not allow it to pick certain meals and a bit more variety in the meals available would never hurt.,4
1611,Factor_,Food is very good.,Food is very good mostly. Love the convenience. My only complaint is that I tried to skip a week of meals but I got a week of meals anyway. Then meals stopped for two weeks. Couldn't reach Factor. Back on track now.,3
1612,Factor_,Delivery was on time,Delivery was on time; food was cold and everything I ordered was delivered.,5
1613,Factor_,My experience with Factor 75 so far,"First, I'll start with what is good.  The food is delicious, while some more variety would be nice (they tend to have mostly the same recipes every week), it's very good.  Now for the bad.  I have now had five boxes delivered.  First two went well. The third was missing 1/2 of the meals and the subsequent two boxes were missing one meal.  While customer service credited me right away, the fact that I've had missing meals in 3 of my 5 boxes is a problem.  According to CS, they wait until all of the orders are in before they source the ingredients.  If that is the case, there should never be meals not delivered because there aren't enough ingredients.  It seems they have issues with both the people sourcing the ingredients and those packing the boxes.  I'll give it another two weeks, if I'm missing meals, I'll have to discontinue and find another company.",2
1614,Factor_,Aside from getting violently sick from…,"Aside from getting violently sick from the undercooked chicken, I've happy with the product",4
1615,Factor_,Two meal were delivered in bad…,Two meal were delivered in bad condition; tray broken and food spilling out. Credit was given but no replacement. The rest were good,3
1616,Factor_,Multiple shipments with damaged meals,"Multiple shipments with damaged meals, missing meals, recalls, I’m really disappointed and unhappy and frustrated with this service. It doesn’t feel reliable, looking for another company.",1
1617,Factor_,Lack of customer support,"Lack of customer support. Was not helpful at all in trying to fix a problem. I understand the situation I was in and realize that I had missed the deadline to skip, however it was Christmas and no one was going to be able to pick up the food. Factor was ready to let the food sit outside for 10 days instead of donating or canceling the order.",2
1618,Factor_,Food is OK,Food is OK. The mashed potatoes are filled with water and the sides are very limited. So far all I've received are green beans and mashed potatoes. They don't offer much more as far as sides go.,3
1619,Factor_,Food was enjoyed and met my protein abd…,Food was enjoyed and met my protein abd calorie goals.,5
1620,Factor_,Great customer service,"The food is absolutely delicious. Plus, any issues I had were met with very good customer service!",5
1621,Factor_,My most recent box was missing 7 of the…,"My most recent box was missing 7 of the 12 meals. I appreciate the responsive customer care team, yet I am EXTREMELY frustrated with Factor. Four of my most recent orders have been missing meals or have had complete incorrect meals. I have reduced utilization of the service drastically and am considering canceling despite loving the food. It is MAJOR inconvenience to have to call customer service after EVERY order.  Give an extra star because the food is excellent and options are plentiful…..if you get what you ordered.",2
1622,Factor_,Absolutely delicious,The food has always came fresh and is absolutely delicious!,5
1623,Factor_,Factor delivery & quality,**************,5
1624,Factor_,The food is great,The food is great. The only thing I would change is being able to pick your sides,5
1625,Factor_,I save alot of time and the meals are…,I save alot of time and the meals are delicious and just the right portions for me.,5
1626,Factor_,The best experience with Factors,"The food is fresh and delicious, the portions are perfect, even the delivery is always on time, I am so thankful for choosing Factor 75.",5
1627,Factor_,4 weeks of disappointment.,"Of the 4 weeks of deliveries, 1 of the meals was not what was in the sleeve/package ingredients the other 3 weeks Each week one of the meals was css as cancelled. Yes I was given a refund and a $5 credit one I can understand but every week is too much I can report that the did issue a credit for the additional 3rd missing meal and the one that was mislabeled. The meals in general are good both taste and filling. It just appears they have some supply growth issues at this time which I hope get worked out.because they do have a great product.",3
1628,Factor_,The process of ordering and choosing…,"The process of ordering and choosing was straight forward. However, while the food was good, I wouldn't call it healthy as most meals are very high in fats, cholesterol, and/or sodium. It would be great if heart healthy options were available.",4
1629,Factor_,They didn’t deliver my meals! They have logistics issues!,Yall got your money and didn’t even deliver my meals! I tried calling customer service and the guy simply said (here’s $10 in your account) I paid 171 dollars for my meals. Horrible customer service and such a bad image on yall! Terrible experience!!!! Apparently they have delivery issues and if you want to rely on your meals to be delivered then DO NOT go with factor!,1
1630,Factor_,Easy and tasty!,"I’ve been purchasing Factor going on 4 weeks.  Everything arrived on the day I specified except for Christmas and New Year. But Factor let us know in plenty of time. Meals take 2 minutes to heat in microwave without getting mushy or dried out. Taste good too without being over salted or spiced. It’s a little expensive but no cooking, no washing up! As a 7yr old grandmother, I’m done with cooking and cleaning up!",5
1631,Factor_,A year-long customer didn't mean much to them.,"I was a customer for over a year before canceling. Their food quality and portions has diminished over the past year. My last order with them only included 4 of the 10 meals I paid for. Don't get scammed by this company.Update: Factor credited me for half the order, even though they delivered less than half of the food. I still stand by my original review.",1
1632,Factor_,Convenient Meal Service,"Factor has been a convenience to my boyfriend and I. We never have time to cook throughout the week and Factor meals save us from needing to buy food from restaurants everyday. Delivery has always come on time. We did receive 17 meals instead of 18 the first week, but customer service refunded me for the missing meal and has been very responsive whenever we have issues. The second week we received 16 instead of 18 because the meals we picked ran out, but again we were refunded and they gave us a $5 voucher for the inconvenience. Overall, the meals taste good, better than 3 other meal prep services I've used previously.Note: My original review complained about the missing meals, but I wrote it before I saw the message that we were being compensated. Customer service is great with Factor.",5
1633,Factor_,Great food,Great food. Descent portions,5
1634,Factor_,HORRIBLE,"HORRIBLE! They allow you to skip just a few weeks at a time and then will automatically charge you if you don’t keep logging in to skip meals. You cant temporarily disable unless you want to deactivate your account altogether. The day they charge your card, you cannot call to get a refund. They do not offer that like other companies. They also don’t send you an email that your card has been charged. They do send upcoming order emails a few days prior even when you skip those weeks. Additionally, you are not allowed to select your delivery date. If you attempt to dispute the charge, you will still get it charged back to your credit card. Lastly, the meals are good but several give you really bad heartburn as myself and several of my friends with no previous heartburn issues would get it. You also can’t have saved settings on types of foods you can’t or won’t eat such as seafood, pork, etc. They are only getting 2 stars because the meals at least tasted good, but I’d probably rate them a 1.5 star rating. Their customer service and business policies are subpar and not in line with other meal delivery companies. To me their practices come across as unethical and they are quite a bit more in costs compared to their competitors.",2
1635,Factor_,No order,Never received my order called twice and they said it was coming and that they would call me after 8pm to make sure I got the order never called me now it’s supposed to come tomorrow just kept getting the run around,1
1636,Factor_,Would not recommend!,"We ordered 12 meals for the first 2 weeks with no problems, then last week we only received 7 meals in the package with no explanation or anything, yet, I was still charged for the 12 meals so I contacted customer service and they agreed to give me a refund and said it would take a few days to process. I went ahead and gave them another chance and this week I received 8 out of 12 meals I was charged for, and once again, no explanation. I contacted customer service to ask about my refund from last week because it hadn't gone through and they had no idea what I was talking about even though I spoke to their own customer service chat before. So they processed the refund and then were trying to give me a credit for the 4 missing from this week. Absolutely terrible experience with this company so far.",1
1637,Factor_,The meals and customer service were…,"The meals and customer service were great, but I ordered 3 boxes and every week there were meals missing. It was very disappointing and time consuming considering every week I had to call customer service to address these issues. I cancelled my account after the 3rd week.",3
1638,Factor_,Food is delicious and extremely easy to…,"Food is delicious and extremely easy to heat up. Incredible variety, too!",5
1639,Factor_,Love your food but too much at one time.,,5
1640,Factor_,"Pathetic, Horrible....From the start","Horrible from the start. App was quirky. Chose my meals, saved and reviewed only to see that it replaced my selected meals with the originals it picked for me. No place to state food allergies or preferences.  I didn't receive one email from the company, even the receipt for my 1st box. I had to go to my online banking app to see if I was charged.  I kept telling app I was having difficulty and asked it to verify email and resend and still have not received 1 email.Today my 1st box showed up. I ordered 6 meals for the week as I am a busy professional. 2 of the meals were premium and I paid extra for them. The app shows the box was delivered and then showed what items were in the box.  I was shorted 4 meals, 2 of which were the premium meals. Now I have only 2 meals for the rest of a very busy week where I had not planned on cooking! I called customer service. Waited 20 minutes on hold, only to be told that I would not receive the 4 meals because the way the company works is, its too late to give me my meals as shipments already went out. What a crock! I was offered a credit to go towards next week, but after speaking with a very nice, but very difficult to understand, and inexperienced agent, I decided to cancel.  Then she told me it would take 10-12 business days to get my refund! Ridiculous.  They charged me as soon as I signed up.If there quality control for packing a box is this bad, I can only imagine how their food handling is. I have not tasted either of the 2 meals I did receive today, but I can tell you that neither look like the picture on the box. The chicken breast dinner I received may be a chicken breast but it is diced up and not a chicken breast intact. Ridiculous.  Hello Fresh bought this company for 277 million dollars. You would think they would be better than this. I guess this is why it takes so long to get your money back.",1
1641,Factor_,The meals are so fresh taste amazing!,The meals are so fresh taste great!,5
1642,Factor_,I love the Factor meals,I love the Factor meals!  they are all delicious.,5
1643,Factor_,Factor 100%!,Efficient and accurate delivery each time.Customer service is good too.,5
1644,Factor_,An easy way to get prepared meals delivered,"Factor is a good option if you don't have the time or capability to cook meals yourself. It is more expensive than frozen meals from the grocery store, but fresher than them as well.",4
1645,Factor_,Easy to use,"The food is good and definitely very convenient, saves me so much time on meal prep and has a big variety of options. The price is expensive though and for many people I think the portion is too small for them. It worked for me though.",4
1646,Factor_,The food is really good.,I've found all of the food I've received has been good and it tastes fresh. Better than other meal delivery services I have tried in the past.,4
1647,Factor_,"NO quality control: Missing meals, hair in food, etc","I liked Factor the first week I tried it. However, they have really gone down hill recently. They need QUALITY CONTROL. My husband and I usually get two of the same dishes to eat together, and the protein portions are always drastically different between one and the other. Recently, we were missing 3 of our meals from our box, and they were only going to refund us $18, even though half of our box was missing. They did give a better refund when I reached out. Then, in our last box there was a hair in one of the meals. We are DONE with Factor.",2
1648,Factor_,The green beans were stringy and tough,The green beans were stringy and tough. Pork was very fatty and tough.,3
1649,Factor_,It’s ok.,"Most meals are pretty good.  What is irritating is the missing meals, due to forgotten or missing seasoning.  Also, a lot of the meals I would like to try are always sold out.",3
1650,Factor_,The food is very good and easy to…,The food is very good and easy to prepare,4
1651,Factor_,Terrible Experience,"Terrible customer service  all my orders was delivered wrong - I called multiple times and spent so much time of the phone - complaining about it . And after all , they kept sending me 18 meals a week - and I just order 8 every other week . Also they delivered a completely different menu - not the one I choose . They sent me pork and pasta -",1
1652,Factor_,Bigger Portion size options,"The meals are very tasty and I would like to see a couple of portion sizes sold.   My husband is 6'2"" and 250pds.  The meals don't quite meet his appetite lol.",5
1653,Factor_,The best,The best! Love it!,5
1654,Factor_,Canceled due to multiple broken meals.,,1
1655,Factor_,Missing 5 meals from my box!,Factor Team reached out after and made things right. Most recent box on 1/16 was right and I was credited for the missing meals.Missing 5 meals from my box! No notification and constantly disconnected from queue and had to call back in to actually get a customer service person on phone.,4
1656,Factor_,"food has been awesome, just one hiccup","The food has been awesome. Well seasoned and the quality of the meats has been excellent.  Deliveries come cold as they should.  My only issue which is kind of a big one is the Monday delivery. I leave for work at 5:15am.  I am not comfortable holding a mealOver the weekend to have the following monday. I will likely be cutting down to 4 meals as to not waste money on the extra meal.  Also, At first I thought it was expensive but considering how good the food has been I’m happy with the price.",4
1657,Factor_,Fantastic Factor Food,Fantastic Factor Food!  The communication about orders is first rate!,5
1658,Factor_,Beware,"Beware! I do not recommend doing business with Factor. Factor will charge you for simply creating an account to view their menu. By doing so, you will apparently automatically place an order. So even if you immediately ""cancel your plan"" and get an email confirmation like I did, they will send you food and charge and refuse to refund you.",1
1659,Factor_,We Love the Meals We Get from Factor!,"We love the meals we get from Factor.  We are older seniors, and it is so nice not to have to COOK every day of the week.  We each pick 4 meals each week, so that only leaves three days a week to actually cook a meal from scratch.  We do prefer our veggies cooked a bit more, so we like to microwave the meals for 3 minutes, rather than the two minutes suggested by Factor.",5
1660,Factor_,Great all around!,"Deliveries are made on time, and the quality and general taste of the food is some of the best that I've had from meal delivery service like Factor. The variety and choices a great so I don't feel bored. And most importantly it's gotten me through a rough holiday season.",5
1661,Factor_,Excellent quality and taste,,5
1662,Factor_,Love the experience so far,"Love the experience so far. I have only had one meal that I hated. Not their fault, I just didn't like it. I am on my 4th box now.",5
1663,Factor_,My mom loves her dinners,,5
1664,Factor_,Need greater variety,Need more choices and greater variety.  Too many things with shredded meats.  Portion sizes vary.The filet mignon once heated was medium well.  So did not enjoy especially at extra $12Overall very good though.  Very tasty.,4
