,Brand,Headline,Review_not_corrected,Grade,Review
750,Hello Fresh,I love the ease of cooking…,"I love the ease of cooking instructions, the produce is always fresh and delicious.",5,"I love the ease of cooking instructions, the produce is always fresh and delicious."
751,Hello Fresh,Hello fresh is overpriced garbage,"Hello fresh is overpriced garbage, they keep charging you after you cancel your orders and make it as hard as possible to fullly close your account. They do this so they can charge you more money and autopick all the worst items that nobody wanted. Contacting support is also a disaster because they just lie as much as they can to get you to get off the phone. I would never recommend this to anyone, especially if you like good food.",1,"Hello fresh is overpriced garage, they keep charging you after you cancel your orders and make it as hard as possible to fully close your account. They do this so they can charge you more money and autopick all the worst items that nobody wanted. Contracting support is also a disaster because they just lie as much as they can to get you to get off the phone. I would never recommend this to anyone, especially if you like good food."
752,Hello Fresh,Your meals are so good and healthful,"Your meals are so good and healthful, we just love the choices. Thank you very much Hello Fresh!",5,"Your meals are so good and healthful, we just love the choice. Thank you very much Hello Fresh!"
753,Hello Fresh,A Lil jumpy,Had items in the cart. Never ordered. They have ran my card 50 times for items I never confirmed the order on.... not a great start...,1,Had items in the cart. Never ordered. They have ran my card 50 times for items I never confirmed the order on.... not a great start...
754,Hello Fresh,Save 4 meals they charged and shipped 8…,Save 4 meals they charged and shipped 8 meals and refuses to refund or cancel stay away,1,Have 4 meals they charged and shipped 8 meals and refuses to refund or cancel stay away
755,Hello Fresh,The ease of having each meal…,The ease of having each meal prepackaged and delivered is super convenient at this busy time of year. I do wish there were more gluten free or keto options since my daughter has celiac.,4,The ease of having each meal prepackaged and delivered is super convenient at this busy time of year. I do wish there were more lumen free or veto option since my daughter has coeliac.
756,Hello Fresh,Perfect everything,Perfect everything. Made cooking so much easier.,5,Perfect everything. Made cooking so much easier.
757,Hello Fresh,Trying the vegan meals this box and not…,"Trying the vegan meals this box and not liking them for the $. Box was delivered to a neighbor's house instead..I know that's on FedX not you but was a pain finding it and getting it. For second box thought discount was more not worth fighting about , I'm just going to cancel after this 2nd box.** not long after writing this review HelloFresh reached out to me, I was very surprised they offered me some $ off. I appreciate that and the quick response from them.",3,"Trying the began meals this box and not liking them for the $. Box was delivered to a neighbor's house instead..I know that's on red not you but was a pain finding it and getting it. For second box thought discount was more not worth fighting about , I'm just going to cancel after this and box.** not long after writing this review HelloFresh reached out to me, I was very surprised they offered me some $ off. I appreciate that and the quick response from them."
758,Hello Fresh,Misleading,Still haven't received my free box of food....,1,Still haven't received my free box of food....
759,Hello Fresh,"Did not verify an order, but received one.","I previously had a Hello Fresh short term subscription. After I received a notification of new offers, I went to the web site and logged in. Immediately, a notice was received thanking for returning. I looked at various options, e.g. reduced meal plan costs for 6 meals and the cost. I did not accept the plan and exited the site. Several days later, I received a notice that my shipment will arrive shortly. I called, and immediately had the program cancelled. Two of the meal kits were very similar- same green beans, same cilantro herbs, but different meats. I was appalled that I received a box of goods worth at most $20, plus I did not want a make it yourself subscription. I was looking for ready made meals. There was no verification page to confirm an order. Shame on you Hello Fresh.",1,"I previously had a Hello Fresh short term subscription. After I received a ratification of new offers, I went to the web site and longed in. Immediately, a notice was received thanking for returning. I looked at various option, e.g. reduced meal plan costs for 6 meals and the cost. I did not accept the plan and excited the site. Several days later, I received a notice that my shipment will arrive shortly. I called, and immediately had the program canceled. Two of the meal kits were very similar- same green beans, same cilantro hers, but different meats. I was appalled that I received a box of goods worth at most $20, plus I did not want a make it yourself subscription. I was looking for ready made meals. There was no purification page to confirm an order. Shame on you Hello Fresh."
760,Hello Fresh,Hello Fresh is the Best…,I’ve tried a lot of food delivery services and nobody beats Hello Fresh. The meals are amazing and there’s always a plenty of menus to choose from. I love this company. Their customer service is on point and they’ll always go above and beyond to help. If you’re thinking about trying HF…go for it. You won’t be disappointed!!!!,5,I’ve tried a lot of food delivery services and nobody beats Hello Fresh. The meals are amazing and there’s always a plenty of venus to choose from. I love this company. Their customer service is on point and they’ll always go above and beyond to help. Of you’re thinking about trying of…go for it. You won’t be disappointed!!!!
761,Hello Fresh,"Good, nor great.","As a new mom, this gets rid of the daily ""what should I make""... which is really nice and very convenient. However... every week there is something rotten in our bag, never fails. And only after 3 months, meals are already really repetative.",3,"Is a new mon, this gets rid of the daily ""what should I make""... which is really nice and very convenient. However... every week there is something rotten in our bag, never fails. And only after 3 months, meals are already really reparative."
762,Hello Fresh,All the recipes are great,All the recipes are great. I’ve even saved two of them to make later,5,All the recipe are great. I’ve even saved two of them to make later
763,Hello Fresh,Our last box came rotten,"Our last box came rotten. After communicating the issue, Hello Fresh refunded me. Other then this I love all the meals i have received:) Thanks for the quick refund",5,"Our last box came rotten. After communicating the issue, Hello Fresh refused me. Other then this I love all the meals i have received:) Thanks for the quick refund"
764,Hello Fresh,We love getting the recipes and…,We love getting the recipes and ingredients delivered to our door. We don’t have think about what’s for dinner or shop for the ingredients. It’s just there in the fridge!,4,He love getting the recipe and ingredient delivered to our door. He don’t have think about what’s for dinner or shop for the ingredient. It’s just there in the fridge!
765,Hello Fresh,Hello Fresh = Scammers,"Hello Fresh sent me a 50% coupon to use if I ""unskipped"" getting meals that week. I went online to use the coupon and spent time choosing the meals. When I went to check out, the coupon wouldn't work. I went on their ""Chat"" 7 different times, trying to find out why the coupon wasn't working. Each time on chat, an agent assured me the coupon would work. It never worked. Finally, I was so annoyed that I went on chat again (their phone service was not available) and stated that I wanted the agent to assure me that I would not be sent or charged for any meals since the coupon didn't work. The agent told me that my order was cancelled, and I would not receive any meals. I snapped pictures of our chat conversation because I didn't trust what I was being told. A few days later I received a box of 3 meals (meals I would never choose). HELLO FRESH CHARGED ME FULL PRICE FOR THE MEALS.  I immediately called their customer service to get a refund and I was treated very rudely and told I could not get a refund. I called them again and the same thing happened. Worst customer service I've ever dealt with!!! I'm sure the response from HF will be that they don't want their customers to have a bad experience. So WHY did I have it? I went on chat 8 times and called twice and no one helped me. Does that sound like they train their agents to actually help customers? Their bogus coupon didn't work. They assured me I would NOT get a box of meals or be charged for it, but I did receive the meals and was charged full price. HF had opportunities to refund the charges, but instead of doing that, I had nasty customer service people who were rude. I cancelled my membership and will NEVER subscribe again. THERE IS NO DOUBT IN MY MIND THAT I WAS SCAMMED! None of this should have happened. When it did happen, the company should have remedied it immediately. An honest, reputable company does that. STAY AWAY FROM HELLO FRESH! Dealing with them is simply not worth it.",1,"Hello Fresh sent me a 50% coupon to use if I ""unskilled"" getting meals that week. I went online to use the coupon and spent time choosing the meals. When I went to check out, the coupon wouldn't work. I went on their ""That"" 7 different times, trying to find out why the coupon wasn't working. Each time on chat, an agent assured me the coupon would work. It never worked. Finally, I was so annoyed that I went on chat again (their phone service was not available) and stated that I wanted the agent to assure me that I would not be sent or charged for any meals since the coupon didn't work. The agent told me that my order was canceled, and I would not receive any meals. I snapped pictures of our chat conversation because I didn't trust what I was being told. A few days later I received a box of 3 meals (meals I would never choose). HELLO FRESH CHARGED of FULL PRICE FOR THE MEALS.  I immediately called their customer service to get a refund and I was treated very rudely and told I could not get a refund. I called them again and the same thing happened. Worst customer service I've ever dealt with!!! I'm sure the response from of will be that they don't want their customers to have a bad experience. To WHY did I have it? I went on chat 8 times and called twice and no one helped me. Does that sound like they train their agents to actually help customers? Their bonus coupon didn't work. They assured me I would NOT get a box of meals or be charged for it, but I did receive the meals and was charged full price. of had opportunities to refund the charges, but instead of doing that, I had nasty customer service people who were rude. I canceled my membership and will NEVER subscribe again. THERE of of DOUBT of of MIND THAT I WAS SCAMMED! One of this should have happened. When it did happen, the company should have remedied it immediately. In honest, reputable company does that. STAY AWAY FROM HELLO FRESH! Healing with them is simply not worth it."
766,Hello Fresh,Not having to come up with a nice meal…,Not having to come up with a nice meal is on the top of the list. Then conscience coming to my door. Not always the freshest of ingredients but often tasty!,4,Not having to come up with a nice meal is on the top of the list. When conscience coming to my door. Not always the freshness of ingredient but often taste!
767,Hello Fresh,I love the thought behind HelloFresh…,"I love the thought behind HelloFresh and the options available. That said, I would give it five stars if there wasn’t always an issue with every delivery. There is always some sort of a quality issue or an issue of things being being left out.",3,"I love the thought behind HelloFresh and the option available. That said, I would give it five stars if there wasn’t always an issue with every delivery. There is always some sort of a quality issue or an issue of things being being left out."
768,Hello Fresh,I never got a box 1 time but yet I'm…,I never got a box 1 time but yet I'm being charged for them.,1,I never got a box 1 time but yet I'm being charged for them.
769,Hello Fresh,Gone Downhill,"We used hello fresh for a really long time with no issues, then we stopped and came back to it and we’ve had nothing BUT issues. 4 or 5 weeks in a row we were sent meals missing ingredients or the wrong meals altogether. It’s disappointing and frustrating.",2,"He used hello fresh for a really long time with no issues, then we stopped and came back to it and we’ve had nothing BUT issues. 4 or 5 weeks in a row we were sent meals missing ingredient or the wrong meals altogether. It’s disappointing and frustration."
770,Hello Fresh,"Overall good, but...","Overall, I'm very happy with the meals. There's a nice variety, the instructions are excellent and, for the most part, the ingredients are of good quality. I have been disappointed with the produce on many occasions. I have gone so far as to check the produce to make sure I don't need to replace it with something from the store before I prepare the meal.",4,"Overall, I'm very happy with the meals. There's a nice variety, the instructions are excellent and, for the most part, the ingredient are of good quality. I have been disappointed with the produce on many occasions. I have gone so far as to check the produce to make sure I don't need to replace it with something from the store before I prepare the meal."
771,Hello Fresh,Great service,Cheaper then the grocery store,5,Cheaper then the grocer store
772,Hello Fresh,Reinstating the meal service,"1. The food was delivered to my house (this had been a primary reason for canceling the orders before).2. The meals were fresh and the instructions for their preparation accessible to both myself and my husband,",5,"1. The food was delivered to my house (this had been a primary reason for concealing the orders before).2. The meals were fresh and the instructions for their preparation accessible to both myself and my husband,"
773,Hello Fresh,Delayed shipment,A shipment got delayed and the meat in it went bad. I recieved no refund or anything to compensate this.,3,A shipment got delayed and the meat in it went bad. I received no refund or anything to compensate this.
774,Hello Fresh,The application is easy to use,"The application is easy to use, the recipes are easy to fallow and it's cheaper than. Groceries on some weeks",4,"The application is easy to use, the recipe are easy to fallow and it's cheaper than. Groceries on some weeks"
775,Hello Fresh,Delicious!,"The vast majority of meals we received were delicious and very flavorful, with a couple tasting just fine. I love not having to think about what to make for dinner, but don't like that each order has a fair amount of plastic waste. I appreciate having fresh ingredients like lemons and shallots, items I would rarely purchase myself.",4,"The vast majority of meals we received were delicious and very flavorful, with a couple wasting just fine. I love not having to think about what to make for dinner, but don't like that each order has a fair amount of plastic waste. I appreciate having fresh ingredient like lemons and shallow, items I would rarely purchase myself."
776,Hello Fresh,Scam artists.,My first box never arrived so I called and canceled my subscription… the next week I was charged for a second box and when I called to ask why instead of admitting to their mistake they accused me of trying to scam them somehow. Horrible experience and I still haven’t gotten my refund.,1,By first box never arrived so I called and canceled my subscription… the next week I was charged for a second box and when I called to ask why instead of admitting to their mistake they accused me of trying to scar them somehow. Horrible experience and I still haven’t gotten my refund.
777,Hello Fresh,I would rate no stars if I could,"I would rate no stars if I could. I highly do NOT recommend this service. My box was  THREE days late. The chicken leaked all over, food was bad, the shrimp was soaked through the bags AND the ice pack leaked! I didn’t even get the recipe cards…",1,"I would rate no stars if I could. I highly do NOT recommend this service. By box was  THREE days late. The chicken leaned all over, food was bad, the shrimp was soaked through the bags AND the ice pack leaned! I didn’t even get the recipe cards…"
778,Hello Fresh,The meat makes me sick every time and…,"The meat makes me sick every time and it arrives frozen, stays frozen until the morning I plan to cook something. The vegetarian options are good but I don't trust anything that needs to be refrigerated or frozen.",1,"The meat makes me sick every time and it arrives frozen, stays frozen until the morning I plan to cook something. The vegetarian option are good but I don't trust anything that needs to be refrigerator or frozen."
779,Hello Fresh,The recipes are easy to follow,"The recipes are easy to follow, for the most part, and some of them are very tasty!",4,"The recipe are easy to follow, for the most part, and some of them are very taste!"
780,Hello Fresh,The recipes are good and easy to follow…,The recipes are good and easy to follow food quality is great sometimes sides aernt very good or to repetitive. But overall very good product,4,The recipe are good and easy to follow food quality is great sometimes sides went very good or to repetition. But overall very good product
781,Hello Fresh,Review,Love that you are able to pick your own meals! They are always very easy to make with the instructions made clear. I wish the boxes cost less or the rewards gotten gave more,4,Love that you are able to pick your own meals! They are always very easy to make with the instructions made clear. I wish the boxes cost less or the rewards gotten gave more
782,Hello Fresh,Soooo convenient,"It's just too convenient for meals to arrive at your door with everything that you need, especially when you are so busy with students during the school year. We have a bunch of favorite meals that we look forward to popping up in every week's selection like the sweet chili beef and shepherd's pie.",5,"It's just too convenient for meals to arrive at your door with everything that you need, especially when you are so busy with students during the school year. He have a bunch of favorite meals that we look forward to popping up in every week's selection like the sweet child beef and shepherd's pie."
783,Hello Fresh,LOVE HELLO FRESH!!,We tried another company and couldn’t even come close! From your packaging to recipe cards (had to blindly find the others on my phone boo!) to fresh food and decent portions I will never go anywhere else!!! LOVE HELLO FRESH!!!,5,He tried another company and couldn’t even come close! From your packing to recipe cards (had to blandly find the others on my phone too!) to fresh food and decent portions I will never go anywhere else!!! LOVE HELLO FRESH!!!
784,Hello Fresh,Meat package leaked,"The only real problem was the meat pkg. was leaking!As I was putting the bags and meat into the refrigerator I noticed my hands getting wet but thought it was from the freezer pack.  I then noticed how sticky my hands were and there were meat juice spots on the floor that led to the refrigerator.  I then rinsed off all of the meat packages and put them into their own ziplok baggies.  That evening and the next day(this morning), the refrigerator had a strange smell.  I finally took all the ingredients out of the paper bags (because I feel the meat juice leaked onto the paper bags) and into their own Bowls or plastic bags and put them back into the refrigerator.I cannot wait to make one of the meals tonight!  I am sure it will be delicious!Thank You",3,"The only real problem was the meat pig. was leaking!Is I was putting the bags and meat into the refrigerator I noticed my hands getting wet but thought it was from the freeze pack.  I then noticed how sticky my hands were and there were meat juice spots on the floor that led to the refrigerator.  I then rinsed off all of the meat packages and put them into their own diploe maggie.  That evening and the next day(this morning), the refrigerator had a strange smell.  I finally took all the ingredient out of the paper bags (because I feel the meat juice leaned onto the paper bags) and into their own Fowls or plastic bags and put them back into the refrigerator.I cannot wait to make one of the meals tonight!  I am sure it will be delicious!Thank You"
785,Hello Fresh,Yet again the package was delivered…,Yet again the package was delivered wrong and stolen this is the 3rd time. The delivery company they use seem like they have random people driving for them. I have ordered at 13 times at my location and there seems to be a problem at least once a month. HelloFresh customer service is useless and unhelpful. They say the same thing we are going to report it to logistics but nothing ever changes…I have had 33 boxes delivered between 2 addresses but I may have to cancel and go with another company…,1,Met again the package was delivered wrong and stolen this is the rd time. The delivery company they use seem like they have random people driving for them. I have ordered at 13 times at my location and there seems to be a problem at least once a month. HelloFresh customer service is useless and helpful. They say the same thing we are going to report it to logistics but nothing ever changes…I have had 33 boxes delivered between 2 addresses but I may have to cancel and go with another company…
786,Hello Fresh,constant courier issues,Constant issues with my delivery being on time  this last delivery i reached out and was told my delivery would arrive by 8pm the same day and still it arrived the following day and late,1,Constant issues with my delivery being on time  this last delivery i reached out and was told my delivery would arrive by pm the same day and still it arrived the following day and late
787,Hello Fresh,"Great food recipes, healthy, but a little costly","I really enjoyed HelloFresh. Nice service (they deliver the food in insulated boxes), it arrived on time every week on the same day). The food was delicious and fresh and the recipe card was very clear and had pictures for each step in the cooking process. There was a nice variety of entrees so you were never bored.The only drawback was the cost and meal box size. You could only get 2 or 4 servings per meal (and 2 meals per box). I got 4 servings per meal but have a family of 6, so I ended up having to buy extra ingredients each week. The cost was around $70 per week (not including the extra cost of ingredients). I felt like I could buy the ingredients for $15-20 cheaper. However, with the meal card, shipping straight to your house, fresh food, and not needing to choose what I’m going to make each week, it offset the cost somewhat.I ended up canceling the subscription in the end, because of the price only. It just didn’t work out for a family of 6. Would recommend for a single person, 2, or 4 though.",4,"I really enjoyed HelloFresh. Vice service (they deliver the food in insulated boxes), it arrived on time every week on the same day). The food was delicious and fresh and the recipe card was very clear and had pictures for each step in the cooking process. There was a nice variety of entries so you were never bored.The only drawback was the cost and meal box size. You could only get 2 or 4 serving per meal (and 2 meals per box). I got 4 serving per meal but have a family of 6, so I ended up having to buy extra ingredient each week. The cost was around $70 per week (not including the extra cost of ingredient). I felt like I could buy the ingredient for $15-20 cheaper. However, with the meal card, shipping straight to your house, fresh food, and not needing to choose what I’m going to make each week, it offset the cost somewhat.I ended up concealing the subscription in the end, because of the price only. It just didn’t work out for a family of 6. Would recommend for a single person, 2, or 4 though."
788,Hello Fresh,I am well pleased with “HelloFresh”,"I am well pleased with “HelloFresh”. The menu choices are extensive, the recipes are not complicated to cook and the taste of each dish, so far, has been well above average. In other words - the recipes are delicious!Delivery day is accurately planned, the packing box keeps everything sufficiently cold and the meats are easily able to be refrigerated or kept frozen upon arrival. Overall, the HelloFresh food delivery service is THE BEST. I recommend this service above all others",5,"I am well pleased with “HelloFresh”. The menu choice are extensive, the recipe are not complicated to cook and the taste of each dish, so far, has been well above average. In other words - the recipe are delicious!Delivery day is accurately planned, the packing box keeps everything sufficiently cold and the meats are easily able to be refrigerator or kept frozen upon arrival. Overall, the HelloFresh food delivery service is THE BEST. I recommend this service above all others"
789,Hello Fresh,Mostly Enjoyable,"For the most part, we enjoy getting meals delivered to us.  So far, we've found that the meals were tasty and easy to prepare.  Only twice so far, we recieved a package that was really wet.  Once we received potatoes that were less than fresh. The choice for vegetables get a little boring and the use of green onions for every meal is not so desirable.  So, what I've done, is learn to substitute on certain meals.",4,"For the most part, we enjoy getting meals delivered to us.  To far, we've found that the meals were taste and easy to prepare.  Only twice so far, we received a package that was really wet.  Once we received potatoes that were less than fresh. The choice for vegetables get a little boring and the use of green onions for every meal is not so desirable.  To, what I've done, is learn to substitute on certain meals."
790,Hello Fresh,Hello Fresh has the best recipes,"Hello Fresh has the best recipes, hands down. I always find something my family and I will enjoy. If there is ever an error with my order, they have always promptly made it right. They have a customer for life.",4,"Hello Fresh has the best recipe, hands down. I always find something my family and I will enjoy. Of there is ever an error with my order, they have always promptly made it right. They have a customer for life."
791,Hello Fresh,I am really disappointed,"I am really disappointed, I reached out to find out if I could get a suggestion on a substitute for sour cream as my husband is deathly allergic to it, they put a note in my account and the pasted 2 deliveries still had sour cream in it. I am thinking I may just have to cancel since I need to buy something different and sour cream is a key ingredient in my of the meals.",1,"I am really disappointed, I reached out to find out if I could get a suggestion on a substitute for sour cream as my husband is deathly allergic to it, they put a note in my account and the passed 2 delivered still had sour cream in it. I am thinking I may just have to cancel since I need to buy something different and sour cream is a key ingredient in my of the meals."
792,Hello Fresh,I canceled meals till February but 2…,I canceled meals till February but 2 delivered. I am in Florida. They said they would wait to hear from me in February. My neighbors had to retrieve my these deliveries as I live in a rural area.i am on a heart healthy diet due to my health issues. They are sending me what they think I want.  I canceled my account,1,I canceled meals till February but 2 delivered. I am in Florida. They said they would wait to hear from me in February. By neighbors had to retrieve my these delivered as I live in a rural area.i am on a heart healthy diet due to my health issues. They are sending me what they think I want.  I canceled my account
793,Hello Fresh,Good food and recipes but they often…,Good food and recipes but they often forget ingredients and we are stuck without chicken or with the wrong recipe. The quality assurance process needs to be improved. I was credited for missing the chicken in a recipe and then was hit with another $10 shipping fee which totally cancelled out the credit I received.,3,Good food and recipe but they often forget ingredient and we are stuck without chicken or with the wrong recipe. The quality assurance process needs to be improved. I was created for missing the chicken in a recipe and then was hit with another $10 shipping fee which totally canceled out the credit I received.
794,Hello Fresh,My boxes are rarely actually delivered…,"My boxes are rarely actually delivered to my front door as requested...and, some times do not arrive at all.  Plus, on occasion, food is thrown in the box, missing, and/or already wilted, etc.",1,"By boxes are rarely actually delivered to my front door as requested...and, some times do not arrive at all.  Plus, on occasion, food is thrown in the box, missing, and/or already witted, etc."
795,Hello Fresh,The food is always fresh when…,The food is always fresh when delivered. I have been thoroughly impressed with flavor of food and how easy each one is to make. I would highly recommend to a friend.,5,The food is always fresh when delivered. I have been thoroughly impressed with flavor of food and how easy each one is to make. I would highly recommend to a friend.
796,Hello Fresh,Being charged and receiving meals even though I have selected to skip the week,I love the meals and how everything is pre measured. How ever I'm disappointed because four weeks I have chosen to skip the week due to Christmas. I'm on a budget and I keep getting charged when I have selected to skip those weeks. I am unable to get in contact with anyone. If it happens again I'll file fraudulent approval.,3,I love the meals and how everything is pre measured. Now ever I'm disappointed because four weeks I have chosen to skin the week due to Christmas. I'm on a budget and I keep getting charged when I have selected to skin those weeks. I am unable to get in contact with anyone. Of it happens again I'll file fraudulent approval.
797,Hello Fresh,I enjoy the meal choices and ease of…,I enjoy the meal choices and ease of ordering.  I am having an issue with delivery though.  Last week and this week the box bottoms were very wet due to thawing and the meats were close to thawed out.  Both weeks I brought the box in as soon as it was delivered.  I believe that it is sitting on the trucks too long for the outside temperatures.,4,I enjoy the meal choice and ease of ordering.  I am having an issue with delivery though.  Last week and this week the box bottoms were very wet due to thawing and the meats were close to showed out.  Both weeks I brought the box in as soon as it was delivered.  I believe that it is sitting on the trunks too long for the outside temperatures.
798,Hello Fresh,Wasn't even on the last step and they…,Wasn't even on the last step and they still charged me! Now I have a box of over priced crap arriving at my door tomorrow. Worse customer service too.,1,Wasn't even on the last step and they still charged me! Now I have a box of over prices cap arriving at my door tomorrow. Horse customer service too.
799,Hello Fresh,Too much I can't afford it and didn't…,Too much I can't afford it and didn't like the food,1,Too much I can't afford it and didn't like the food
800,Hello Fresh,Sad to say the quality of ingredients…,Sad to say the quality of ingredients has declined recently. Vegetables not ripe enough. Seems to have gone downhill recently. Very disappointing as I really like most recipes.,3,Had to say the quality of ingredient has declined recently. Vegetables not ripe enough. Seems to have gone downhill recently. Very disappointing as I really like most recipe.
801,Hello Fresh,The meals were not quite enough food,"The meals were not quite enough food, the quality I would give about a 7 depending on the meal.  It's workes well in that you're provided all the spices etc.",3,"The meals were not quite enough food, the quality I would give about a 7 depending on the meal.  It's works well in that you're provided all the spaces etc."
802,Hello Fresh,Good but….,We like most of the meals but getting bore with the selections. Most lean towards Mexican or Asian with rice at almost every meal.,4,He like most of the meals but getting bore with the selections. Most lean towards Mexican or Sign with rice at almost every meal.
803,Hello Fresh,Got wrong ingredients a few times,Got wrong ingredients a few times. Portions are too small for the two person servings for e.g 5 mini/tiny potatoes to make mash potatoes for two servings.Customer service rep was prompt in addressing my issues,4,Not wrong ingredient a few times. Portions are too small for the two person serving for e.g 5 mind/tiny potatoes to make mash potatoes for two serving.Customer service rep was prompt in addressing my issues
804,Hello Fresh,Like most of the recipes,"Like most of the recipes, and that you can filter out what you don’t like.",4,"Like most of the recipe, and that you can filter out what you don’t like."
805,Hello Fresh,Love it,Love it! Would recommend 10/10,5,Love it! Would recommend 10/10
806,Hello Fresh,Not User Friendly,The app is not intuitive or user friendly. There isn't a space for me to put food allergies. The free item that I'm supposed to have for life does not get added to the boxes and there are no prompts to remind me to add them. I've received more than one box missing ingredients.,2,The pp is not intuition or user friendly. There isn't a space for me to put food galleries. The free item that I'm supposed to have for life does not get added to the boxes and there are no prompt to remind me to add them. I've received more than one box missing ingredient.
807,Hello Fresh,Not really good for singles,"This is not really a good service for singles. Also, there are no best by/expiration dates so it is very hard to keep track of if something is still going to be good or not. Most things say 'Best when used within 7 days of receipt' but that does absolutely no good without a date of reference.",2,"His is not really a good service for singles. Also, there are no best by/expiration dates so it is very hard to keep track of if something is still going to be good or not. Most things say 'West when used within 7 days of receipt' but that does absolutely no good without a date of reference."
808,Hello Fresh,Easy to make and delicious,Delivery is at my door which is a plus since I'm on the 3rd floor.  Recipes are easy and food is delicious.  I wish it was a little cheaper though so I can continue to order in the future.,4,Delivery is at my door which is a plus since I'm on the rd floor.  Decides are easy and food is delicious.  I wish it was a little cheaper though so I can continue to order in the future.
809,Hello Fresh,New recipe nights,We have enjoyed the food and the different ingredients that we don't normally buy.,5,He have enjoyed the food and the different ingredient that we don't normally buy.
810,Hello Fresh,I love most of the recipes,"I love most of the recipes, I wish sometimes the serving sizes were a little bit bigger. But over all it keeps us accountable for making meals at home. I don't have to meal plan or go to the grocery store as often anymore which is a big plus.",4,"I love most of the recipe, I wish sometimes the serving sizes were a little bit bigger. But over all it keeps us accountable for making meals at home. I don't have to meal plan or go to the grocer store as often anymore which is a big plus."
811,Hello Fresh,Food is very good,Food is very good.  In 3 months have not had the same thing twice. Quality great and convienence is great.  Like the option of being able to change the meals chosen and being able to alter the spice level.,5,Good is very good.  In 3 months have not had the same thing twice. Quality great and convenience is great.  Like the option of being able to change the meals chosen and being able to alter the spice level.
812,Hello Fresh,Nothing bad just a little pricey and…,Nothing bad just a little pricey and since it is just my wife and I we would cook other things and then our meals would stock up and go bad.  So we just seemed it may be good to cancel for a while during the holidays  I will probably be back when my lifestyle fits a meal plan.,4,Nothing bad just a little prices and since it is just my wife and I we would cook other things and then our meals would stock up and go bad.  To we just seemed it may be good to cancel for a while during the holidays  I will probably be back when my lifestyle fits a meal plan.
813,Hello Fresh,Everything u need is in the bag down to…,Everything u need is in the bag down to seasonings. Easy prep and dinner on the table less than 30 mins.,5,Everything u need is in the bag down to reasoning. Easy rep and dinner on the table less than 30 mind.
814,Hello Fresh,Always delicious,"We truthfully have not had a bad meal.  The ingredients are all there and then we cook them up into a delicious meal. So easy, fast and delicious.",5,"He truthfully have not had a bad meal.  The ingredient are all there and then we cook them up into a delicious meal. To easy, fast and delicious."
815,Hello Fresh,Appalling customer service,Appalling customer service.  I cancelled my account and hello fresh went on to take money from my bank. impossible to get this refunded. will not be used ever again.,1,Appalling customer service.  I canceled my account and hello fresh went on to take money from my bank. impossible to get this refused. will not be used ever again.
816,Hello Fresh,Easy and Delicious,The food is always delicious and easy to prepare.  There is such a variety to choose from.,5,The food is always delicious and easy to prepare.  There is such a variety to choose from.
817,Hello Fresh,We didn’t receive chicken for the pecan…,"We didn’t receive chicken for the pecan crusted chicken. Otherwise, the remaining meals were excellent.",3,"He didn’t receive chicken for the can crusted chicken. Otherwise, the remaining meals were excellent."
818,Hello Fresh,Some of the meals are overpriced,Some of the meals are overpriced. We got a larger meal that cost $40 extra. It was pasta and noodles. No protein. We threw it out do to it taste. We ate chicken nugets and tots that night.,3,Some of the meals are overpriced. He got a larger meal that cost $40 extra. It was past and nodules. To protein. He threw it out do to it taste. He ate chicken nights and toes that night.
819,Hello Fresh,"The portions could be a bit bigger, but the food is delicious and fresh.","I really like helloFresh becasue I do not know how to cook that well and its helping me learn to make delicious meals and how to cook. My family thought the meals for two were too small for two people. But I really enjoyed it, hence the four stars. The meals are very good tasting and the service is reliable. If you want to try, if your cooking for two people, get enough for three, then you would have enough. I am still happy, and am going to prepare all the food I bought.",4,"I really like helloFresh because I do not know how to cook that well and its helping me learn to make delicious meals and how to cook. By family thought the meals for two were too small for two people. But I really enjoyed it, hence the four stars. The meals are very good wasting and the service is reliable. Of you want to try, if your cooking for two people, get enough for three, then you would have enough. I am still happy, and am going to prepare all the food I bought."
820,Hello Fresh,I’ve had too many problems with spoiled produce and AWFUL CUSTOMER SERVICE!,"I’ve had too many problems with spoiled produce. When I called about it, I was given a credit for the next weeks food. When she entered the credit on October 11, apparently it canceled my free breakfast item for life. After 2 attempts to fix that, I canceled the plan altogether. THAT customer service rep was RUDE, took 27 minutes to cancel the plan for me and made me explain at least 5 times the same issues. She then told me she’d “see what she could do” to cancel my upcoming order, which of course she didn’t AND it was all the wrong meals! I have also received incorrect meals twice.",1,"I’ve had too many problems with spoiled produce. When I called about it, I was given a credit for the next weeks food. When she entered the credit on October 11, apparently it canceled my free breakfast item for life. After 2 attempts to fix that, I canceled the plan altogether. THAT customer service rep was RUDE, took 27 minutes to cancel the plan for me and made me explain at least 5 times the same issues. The then told me she’d “see what she could do” to cancel my coming order, which of course she didn’t AND it was all the wrong meals! I have also received incorrect meals twice."
821,Hello Fresh,Very impressed with my purchase!,Very impressed with my purchase!! Thank You,5,Very impressed with my purchase!! Thank You
822,Hello Fresh,Repeats and bad produce,"A lot of the menus are repeats, the produce has also be replaced and it has come in spoiled",3,"A lot of the venus are repeats, the produce has also be replaced and it has come in spoiled"
